Facilityid,Sitenumber,Facilityname,Facilityaddress1,Facilityaddress2,Facilitycity,Facilityzip,Facilitycounty,Casemanager,Section,Casedescription,Cause,Discoverydate,Currentstatus,Productreleased,Company,Ownercontact,Caccontact,Contacttitle,Caccompany,Howdiscovered
5191403,3,Jerry's Citgo,3900 Clarksville Highway,,Nashville,37218,Davidson,Katrina Hunter,FO,,,,0a Suspected Release - Closed,,,,,,,
5191403,4,Jerry's Citgo,3900 Clarksville Highway,,Nashville,37218,Davidson,Katrina Hunter,FO,ATG,,,0a Suspected Release - Closed,,,,,,,
5191403,5,Jerry's Citgo,3900 Clarksville Highway,,Nashville,37218,Davidson,Katrina Hunter,FO,,,,0a Suspected Release - Closed,,,,,,,
5191404,1,BEAMAN AUTOMOTIVE GROUP,TWELFTH & HAWKINS,,Nashville,37202,Davidson,John Wright,FO,,7 Unknown,JUL-26-1991,8 Case Closed,,BEAMAN AUTOMOTIVE GR, ,,,,4 Off-site Impact
5191405,1,BALTZ BROS PACKING CO,1612 ELM HILL PIKE,,Nashville,37210,Davidson,John Wright,FO,,7 Unknown,JAN-23-1992,8 Case Closed,,Cumberland & Ohio Company of Texas, , ,,"Law Engineering, Inc.",7 Environmental Audit
5191406,1,M & W TRANSPORTATION,101 TERMINAL COURT P O BOX 100225,,Nashville,37210,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,M & W TRANSPORTATION, ,,,,
5191407,1,MADISON SWIMMING POOL CO INC,1416 DICKERSON RD,,Goodlettsville,37072,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,MADISON SWIMMING POOL, ,,,,
5191409,1,ALL AMERICAN RENTAL & SALES,4300 SIDCO DR,,Nashville,37204,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,THE BUILDERS COMPANY, ,,,,
5191411,1,A K DELI AND MARKET,4209 Lebanon Road,,Hermitage,37076,Davidson,John Wright,FO,ust closure,,,1a Completed Tank Closure,,"A. K. REEVES, INC.", ,,,,
5191411,2,For Lease,4209 Lebanon Road,,Hermitage,37076,Davidson,Katrina Hunter,FO,Tank closure (removal),,,1a Completed Tank Closure,,,,,,,
5191412,1,MARION CONSTRUCTION CO INC,450 CRAIGHEAD ST,,Nashville,37204,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,MARION CONSTRUCTION, ,,,,
5191414,1,THE GOODMAN CO,6017 NEIGHBORLY DR,,Nashville,37209,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,MRS. THOMAS D. GOODMAN, ,,,,
5191419,1,TOM BANNEN CHEVROLET INC,1250 GALLATIN RD S,,Madison,37115,Davidson,John Wright,FO,,7 Unknown,JUL-22-1992,8 Case Closed,,PATELI CORPORATION, ,,,,1 At Closure
5191421,1,FIRE PREVENTION BUREAU,416 RUSSELL ST,,Nashville,37206,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,METRO GOVT OF NASHVILLE & Davidson County, , ,,"ATEC Associates, Inc.",
5191422,1,FIRE DEPT AMBULANCE SER,63 HERMITAGE AVE,,Nashville,37201,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,METRO GOVT OF NASHVILLE & DAVIDSON COUNTY, , ,,"ATEC Associates, Inc.",
5191423,1,FIRE HALL # 36,Hadley Blvd.,,Old Hickory,37138,Davidson,John Wright,FO,Tank Closure,,,1a Completed Tank Closure,,METRO GOV'T - NASH FIRE DEPT, ,,,,
5191425,1,FIRE ENGINE CO 33,2501 FORREST VIEW DR,,Nashville,37217,Davidson,John Wright,FO,,7 Unknown,JAN-18-1995,8 Case Closed,,Michael D. Morris, , ,,"ATEC Associates, Inc.",1 At Closure
5191426,1,FIRE ENGINE CO 32,4031 PLANTATION DR,,Hermitage,37076,Davidson,John Wright,FO,,7 Unknown,DEC-09-1994,8 Case Closed,,METRO GOVT - NASH F, , ,,"ATEC Associates, Inc.",1 At Closure
5191427,1,FIRE ENGINE CO 31,224 MADISON ST,,Madison,37115,Davidson,John Wright,FO,,7 Unknown,MAY-01-1996,8 Case Closed,,METRO GOVT OF NASHVILLE & DAVIDSON COUNTY, , ,,"ATEC Associates, Inc.",1 At Closure
5191428,1,FIRE ENGINE CO 30,3646 OLD CLARKSVILLE HWY,,Joelton,37080,Davidson,John Wright,FO,,7 Unknown,JAN-18-1995,8 Case Closed,,METRO GOVT - NASH F, , ,,"ATEC Associates, Inc.",1 At Closure
5191430,1,FIRE ENGINE CO 08,2314 LEBANON RD,,Nashville,37214,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,METRO GOVT NASHVILLE & DAVIDSON COUNTY, , ,,"ATEC Associates, Inc.",
5191431,1,FIRE ENGINE CO 27,4720 TROUSDALE DR,,Nashville,37211,Davidson,John Wright,FO,,7 Unknown,JAN-27-1995,8 Case Closed,,METRO Dept. of Finance, , ,,"ATEC Associates, Inc.",1 At Closure
5191432,1,FIRE ENGINE CO 26,2314 ANTIOCH PIKE,,Antioch,37013,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,METRO GOVT OF NASHVILLE AND DAVIDSON COUNTY, , ,,"ATEC Associates, Inc.",
5191434,1,FIRE ENGINE CO 24,3851 CLARKSVILLE HWY,,Nashville,37208,Davidson,John Wright,FO,,7 Unknown,FEB-14-1995,8 Case Closed,,METRO GOVT OF NASHVILLE AND DAVIDSON COUNTY, , ,,"ATEC Associates, Inc.",1 At Closure
5191435,1,FIRE ENGINE CO 23,6215 CENTENNIAL BLVD,,Nashville,37209,Davidson,John Wright,FO,,7 Unknown,MAR-14-1995,8 Case Closed,,METRO GOVT OF NASHVILLE AND DAVIDSON COUNTY, , ,,"ATEC Associates, Inc.",1 At Closure
5191436,1,FIRE ENGINE CO 21,320 JOYNER AVE,,Nashville,37210,Davidson,John Wright,FO,,7 Unknown,FEB-08-1995,8 Case Closed,,METRO GOVT - NASH F, , ,,"ATEC Associates, Inc.",1 At Closure
5191437,1,FIRE ENGINE CO 20,2025 RICHARD JONES RD,,Nashville,37215,Davidson,John Wright,FO,,7 Unknown,FEB-28-1995,8 Case Closed,,Mr. Michael D. Morris, , ,,"ATEC Associates, Inc.",1 At Closure
5191438,1,METRO FIRE ENGINE CO 19,349 21ST AVE N,,Nashville,37203,Davidson,John Wright,FO,,7 Unknown,FEB-15-1996,8 Case Closed,,METRO GOVT OF NASHVILLE & DAVIDSON COUNTY, , ,,"ATEC Associates, Inc.",1 At Closure
5191439,1,FIRE HALL # 18,1151 East Cahal,,Nashville,37206,Davidson,John Wright,FO,Tank closure,,,1a Completed Tank Closure,,METRO GOV'T - NASH FIRE DEPT, ,,,,
5191440,1,FIRE ENGINE CO 17,3911 WEST END AVE,,Nashville,37205,Davidson,John Wright,FO,,7 Unknown,FEB-17-1995,8 Case Closed,,METRO GOVT OF NASHVILLE AND DAVIDSON COUNTY, , ,,"ATEC Associates, Inc.",1 At Closure
5191441,1,FIRE ENGINE CO 16,2219 21ST AVE S,,Nashville,37212,Davidson,John Wright,FO,,7 Unknown,MAY-02-1995,8 Case Closed,,METRO GOVT OF NASHVILLE AND DAVIDSON COUNTY, , ,,"ATEC Associates, Inc.",1 At Closure
5191442,1,FIRE ENGINE CO 15,2781 PENNINGTON BEND RD,,Nashville,37214,Davidson,John Wright,FO,,7 Unknown,JAN-06-1995,8 Case Closed,,METRO GOVT - NASH F, , ,,"ATEC Associates, Inc.",1 At Closure
5191444,1,FIRE ENGINE CO # 13,410 45th Avenue North,,Nashville,37209,Davidson,John Wright,FO,Tank closure,,,1a Completed Tank Closure,,METRO GOV'T - NASH FIRE DEPT, ,,,,
5191445,1,FIRE ENGINE CO 12,101 POLK AVE,,Nashville,37210,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,METRO GOVT OF NASHVILLE & DAVIDSON CO., , ,,"ATEC Associates, Inc.",
5191446,1,FIRE ENGINE CO 11,1745 18TH AVE N,,Nashville,37208,Davidson,John Wright,FO,,7 Unknown,MAR-15-1995,8 Case Closed,,METRO GOVT OF NASHVILLE AND DAVIDSON COUNTY, , ,,"ATEC Associates, Inc.",1 At Closure
5191447,1,FIRE ENGINE CO 10,1312 3RD AVE N,,Nashville,37208,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,METRO GOVT OF NASHVILLE & DAVIDSON CO., , ,,"ATEC Associates, Inc.",
5191448,1,FIRE ENGINE CO 5 & 9,134 4TH AVENUE S,,Nashville,37201,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,METRO GOVT - NASH F, ,,,,
5191449,1,FIRE ENGINE CO # 8,2012 12th Avenue South,,Nashville,37203,Davidson,John Wright,FO,Tank Closure,,,1a Completed Tank Closure,,METRO GOV'T - NASH FIRE DEPT, ,,,,
5191450,1,FIRE ENGINE CO 07,638 DAVIDSON RD,,Nashville,37205,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,METRO GOVT OF NASHVILLE AND DAVIDSON COUNTY, , ,,"ATEC Associates, Inc.",
5191451,1,FIRE ENGINE CO 06,377 HAYWOOD LN,,Nashville,37211,Davidson,John Wright,FO,,7 Unknown,JAN-23-1995,8 Case Closed,,Michael D. Morris, , ,,"ATEC Associates, Inc.",1 At Closure
5191452,1,FIRE ENGINE CO 02,500 SECOND AVE N,,Nashville,37201,Davidson,John Wright,FO,,7 Unknown,MAR-01-1996,8 Case Closed,,METRO GOVT OF NASHVILLE, , ,,AMEC,1 At Closure
5191452,2,Fire Engine Co #2,500 2nd Avenue North,,Nashville,37201,Davidson,Katrina Hunter,FO,Tank closure (removal),,,1a Completed Tank Closure,,,,,,,
5191454,1,BNA CORPORATE CTR,404 BNA DR,,Nashville,37217,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,"BNA Associates, LLC", , ,,"ATEC Associates, Inc.",
5191455,1,DET DISTRIBUTING CO,301 GREAT CIRCLE ROAD,,Nashville,37228,Davidson,John Wright,FO,,7 Unknown,OCT-01-2004,8 Case Closed,,DET DISTRIBUTING COMPANY, ,,,,1 At Closure
5191458,1,BELMONT COLLEGE,E BELMONT CIRCLE - MAINT SHOP,,Nashville,37212,Davidson,John Wright,FO,,7 Unknown,JUN-25-1998,8 Case Closed,,BELMONT COLLEGE, ,,,,1 At Closure
5191459,1,JACK WEHBY WAREHOUSE INC,414 BRICK CHURCH PARK DR,,Nashville,37207,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,JACK WEHBY WAREHOUSE, ,,,,
5191461,1,HADLEY PARK TOWERS,2901 JOHN MERRITT BLVD,,Nashville,37208,Davidson,John Wright,FO,,7 Unknown,MAY-10-1993,8 Case Closed,,METRO GOVT OF NASHVILLE & DAVIDSON CO, , ,,"ATEC Associates, Inc.",1 At Closure
5191462,1,NEW RUNWAY LIGHTING VAULT,ONE TERMINAL DR SUITE 501,,Nashville,37214,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,METRO NASHVILLE AIRPORT, ,,,,
5191463,1,SEQUOIA SUPPLY,497 CAVE RD,,Nashville,37224,Davidson,John Wright,FO,,7 Unknown,JUL-17-1995,8 Case Closed,,"Prime Source, Inc.", , ,,"Geraghty & Miller, Inc.",1 At Closure
5191464,1,Z Mart Dickerson Road,803 North 1st St.,,Nashville,37207,Davidson,Katrina Hunter,FO,,,,0a Suspected Release - Closed,,,,,,,
5191464,2,Z Mart Dickerson Road,803 North 1st St.,,Nashville,37207,Davidson,Katrina Hunter,FO,ATG,,,0a Suspected Release - Closed,,,,,,,
5191464,3,Z Mart Dickerson Road,803 North 1st St.,,Nashville,37207,Davidson,Katrina Hunter,FO,ATG,,,0a Suspected Release - Closed,,,,,,,
5191464,4,Z Mart Dickerson Road,803 North 1st St.,,Nashville,37207,Davidson,Katrina Hunter,FO,Suspected release ATG,,,0a Suspected Release - Closed,,,,,,,
5191464,5,Z Mart Dickerson Road,803 North 1st St.,,Nashville,37207,Davidson,Katrina Hunter,FO,ATG,,,0a Suspected Release - Closed,,,,,,,
5191464,6,Z Mart Dickerson Road,803 North 1st St.,,Nashville,37207,Davidson,Katrina Hunter,FO,ATG,,,0a Suspected Release - Closed,,,,,,,
5191465,1,BUDGET RENT A CAR,QUICK TURN AROUND FACILITY,,Nashville,37217,Davidson,John Wright,FO,,2 Overfill,JAN-20-1997,8 Case Closed,,BUDGET RENT A CAR, ,,,,4 Off-site Impact
5191465,2,"Budget Rent A Car System, Inc.",966 Airport Service Road,,Nashville,37214,Davidson,Drew Storm,FO,Tank Closure (Removal),,,1a Completed Tank Closure,,,,Ron Dow,,"ENSAFE, Inc.",
5191466,1,BUDGET RENT A CAR,804 HANGAR LN,,Nashville,37217,Davidson,John Wright,FO,,5 Pipe Failure,JAN-19-1993,8 Case Closed,,Ms. Rose Pelino  Cendant Corp., , ,,"SEI Environmental, Inc.",2 Release Detection
5191466,2,"Budget Rent A Car System, Inc. #",804 Hanger Lane,,Nashville,37217,Davidson,John Wright,FO,Tank removal,,,1a Completed Tank Closure,,,,,,,
5191472,1,CREST CADILLAC,2121 Metro Center Blvd.,,Nashville,37228,Davidson,John Wright,FO,Tank closure: 2 USTs with two compartments each,,,1a Completed Tank Closure,,SONIC CREST CADILLAC LLC., ,,,,
5191472,2,CREST CADILLAC,2121 Metro Center Blvd.,,Nashville,37228,Davidson,Tonya Spence Casson,FO,"one (1) 10,000 gal. gasoline tank",,,8 Case Closed,,,,,,,
5191473,1,McREDMOND BROS INC,919 MASSMAN DR,,Nashville,37217,Davidson,John Wright,FO,,,,8 Case Closed,,MCREDMOND BROS INC, ,,,,
5191474,1,Joelton Express,5548 Clarksville Highway,,Joelton,37080,Davidson,Tonya Spence Casson,FO,Perm. Closure of Substandard tanks,,,1a Completed Tank Closure,,Jim Crossman Realty Co., ,,,,
5191476,1,Galbreath's Grocery,5778 Lickton Pike,,Goodlettsville,37072,Davidson,Katrina Hunter,FO,ATG,,,0a Suspected Release - Closed,,,,,,,
5191476,2,Galbreath's Shop Rite,5778 Lickton Pike,,Goodlettsville,37072-9139,Davidson,Katrina Hunter,FO,Overfill regular gasonline ,Overfill,FEB-21-2021,0a Suspected Release - Closed,Gasoline,Tri-Star Energy LLC,Rob Jewell,Clint Sweatt,Mr.,Mid-Tenn Services LLC,3 On-Site Impact
5191477,1,31 WEST MKT,RT 1,,Goodlettsville,37072,Davidson,John Wright,FO,See Case File 5-830293 or case file 5-740160,7 Unknown,OCT-09-2000,8 Case Closed,,JIM HALE - 31-W MARKET, ,,,,1 At Closure
5191478,1,SWIFT STOP MARKET,667  North Main St.,,Goodlettsville,37072,Davidson,John Wright,FO,,7 Unknown,NOV-09-2007,8 Case Closed,,SWIFT STOP MARKET, ,,,,2 Release Detection
5191479,1,TRADE WINDS,1400 GALLATIN RD,,Madison,37115,Davidson,John Wright,FO,,,,8 Case Closed,,JOHN S YUN, ,,,,
5191479,2,TRADE WINDS,1400 Gallatin Road,,Madison,37115,Davidson,Drew Storm,FO,Tank Closure (Removal),,,1a Completed Tank Closure,,,,,,,
5191481,1,HERTZ RENT A CAR,QUICK TURN AROUND 970 AIRPORT,,Nashville,37217,Davidson,John Wright,FO,,7 Unknown,OCT-15-1990,8 Case Closed,,HERTZ EQUIP RENTAL, , ,,"ERM-Southeast, Inc.",4 Off-site Impact
5191481,2,HERTZ RENT A CAR,Quick Turn Around 970 Airport,,Nashville,37217,Davidson,Drew Storm,FO,Tank Closure (Removal),,,1a Completed Tank Closure,,,,Ron Dow,,"ENSAFE, Inc.",
5191486,1,COLONIAL FREIGHT SYSTEMS,203 FESSLERS LN,,Nashville,37210,Davidson,John Wright,FO,,7 Unknown,FEB-20-1992,8 Case Closed,,COLONIAL FREIGHT SYS, , ,,SPATCO Environmental,1 At Closure
5191490,1,U S COLD STORAGE,607 TENTH AVE N,,Nashville,37207,Davidson,John Wright,FO,,7 Unknown,SEP-11-1989,8 Case Closed,,UNITED STATES COLD STORAGE, , ,,"ERM-Southeast, Inc.",8 Other
5191492,1,AMERICAN AIRLINE FUEL STORAGE FACILITY,METRO AIRPORT,,Nashville,37214,Davidson,John Wright,FO,,5 Pipe Failure,FEB-18-1988,8 Case Closed,,AMERICAN AIRLINES, ,,,,4 Off-site Impact
5191498,1,KWIK SAK 38,1915 MURFREESBORO RD,,Nashville,37202,Davidson,John Wright,FO,,7 Unknown,JAN-03-1995,8 Case Closed,,KWIK SAK INC, , ,,"SPATCO Environmental, Inc.",7 Environmental Audit
5191499,1,KWIK SAK 39,1480 ROBINSON RD,,Old Hickory,37138,Davidson,John Wright,FO,,7 Unknown,JAN-03-1995,8 Case Closed,,KWIK SAK INC, , ,,"SPATCO Environmental, Inc.",7 Environmental Audit
5191499,2,KWIK SAK #630,1480 Robinson Road,,Old Hickory,37138,Davidson,Jim Barnes,FO,SIR-Failed Jan-07 10u,7 Unknown,FEB-21-2007,8 Case Closed,,,,,,,2 Release Detection
5191500,1,CUSTOM TRUCK SALES AND SERVICE,727 Fesslers Lane,,Nashville,37210,Davidson,Drew Storm,FO,Site Check-diesel FP in Brown's Creek on 01/22/09.,7 Unknown,JAN-22-2009,8 Case Closed,,"ALLEY-CASSETTY CO., INC.",Tommy Woodlif,,,,4 Off-site Impact
5191500,2,Custom Truck Sales and Service,727 Fesslers Lane,,Nashville,37210,Davidson,Drew Storm,FO,Tank Closure (Removal),,,1a Completed Tank Closure,,,,,,,
5191504,1,BOC GASES,4301 Hurricane Creek  Blvd.,,Antioch,37013,Davidson,Drew Storm,FO,Tank Closure (In Place),,,1a Completed Tank Closure,,BOC GASES, ,,,,
5191505,1,Aztex 42,601 Fesslers Ln,,Nashville,37201,Davidson,Jim Barnes,FO,,7 Unknown,SEP-22-2000,8 Case Closed,,Aztex Enterprises, ,,,,7 Environmental Audit
5191505,2,Daily's 6604,601 Fesslers Lane,,Nashville,37201,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,,,,,,
5191505,3,Daily's #6604,601 Fesslers Lane,,Nashville,37201,Davidson,Katrina Hunter,FO,"Release - failed TTT Tank 4-A (5,000 diesel)",,OCT-24-2018,8 Case Closed,"Diesel, Jet Fuel, Kerosene",,,Richard Mire,,Petroleum Equipment Company,8 Other
5191505,4,Daily's #6604,601 Fesslers Lane,,Nashville,37201,Davidson,Katrina Hunter,FO,Tank closure (removal),,,1b Closure Application Expired,,,,,,,
5191508,1,ALLRIGHT PARKING INC,115 SEVENTH AVE N,,Nashville,37203,Davidson,John Wright,FO,,7 Unknown,FEB-26-1990,8 Case Closed,,ALLRIGHT PARKING INC, , ,,"ATEC Associates, Inc.",1 At Closure
5191511,1,Psychology Bldg,113 21st Avenue South,,Nashville,37232,Davidson,Drew Storm,FO,Tank Closure (Removal),,,1a Completed Tank Closure,,,,,,,
5191514,1,HEARD LIBRARY VANDERBILT UNIV., 419 21st Avenue South,,Nashville,37232,Davidson,John Wright,FO,Tank Closure,,,1a Completed Tank Closure,,VANDERBILT UNIVERSITY, ,,,,
5191519,1,STEVENSON CENTER PHYSICS,JUL DRIVE,,Nashville,37232,Davidson,John Wright,FO,,,,8 Case Closed,,VANDERBILT UNIVERSITY, ,,,,
5191523,1,WEST COURT D 0204 VANDERBILT MEDICAL CENTER,1100 21ST AVENUE S,,Nashville,37232,Davidson,John Wright,FO,,,,8 Case Closed,,VANDERBILT UNIVERSITY, ,,,,
5191524,1,AA 0202 VANDERBILT MEDICAL CTR,1100 21ST AVENUE S,,Nashville,37232,Davidson,John Wright,FO,,7 Unknown,NOV-16-1998,8 Case Closed,,VANDERBILT UNIVERSITY, ,,,,1 At Closure
5191524,2,AA 0202,1100 21st Avenue South,,Nashville,37232,Davidson,Drew Storm,FO,Tank Closure (In place) Tank 2-A only.,,,1a Completed Tank Closure,,,,,,,
5191525,1,HUMAN DEVELOPMENT BLDG PEABODY,PEABODY CAMPUS,,Nashville,37232,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,VANDERBILT UNIVERSITY, ,,,,
5191526,1,ZERFOSS F 2200  VANDERBILT MEDICAL CENTER.,JUL DRIVE,,Nashville,37232,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,VANDERBILT UNIVERSITY, ,,,,
5191526,2,Northside Market #4269,1704 8th Avenue N.,,Nashville,37208,Davidson,John Wright,FO,Inc. RD Reports,,,8 Case Closed,,VANDERBILT UNIVERSITY, ,,,,
5191528,1,Medical Center N Round Wing,1161  21st Avenue South,,Nashville,37232,Davidson,Katrina Hunter,FO,Tank closure (removal) emergency generator,,,1a Completed Tank Closure,,,,Michael Schmitz,Mr.,Petroleum Equipment Company,
5191536,1,USAIR INC,322 KNAPP BLVD,,Nashville,37217,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,USAIR INC, ,,,,
5191537,1,CITY OF LAKEWOOD,3401 HADLEY AVE,,Old Hickory,37138,Davidson,John Wright,FO,,,,8 Case Closed,,CITY OF LAKEWOOD, ,,,,
5191539,1,MUSIC CITY MKT,2913 DICKERSON RD,,Nashville,37207,Davidson,John Wright,FO,\,7 Unknown,OCT-16-1992,8 Case Closed,,R. E. SLATON, ,,,,8 Other
5191539,2,C.B. MOORE OIL CO.,99 HART LN,,Nashville,37207,Davidson,John Wright,FO,,,,8 Case Closed,,C.B. MOORE OIL CO., ,,,,
5191545,1,Formerly Whites Creek Gulf Station,4404 WHITES CREEK PIKE,,Goodlettsville,37072,Davidson,Susan Watts,LT,2009 ARRA site,7 Unknown,MAY-02-1990,8 Case Closed,,CARL KRANTZ, , ,,"SEMS, Inc.",1 At Closure
5191562,1,ALL RIGHT PARKING,700 THIRD AVE N,,Nashville,37203,Davidson,John Wright,FO,,7 Unknown,AUG-08-1990,8 Case Closed,,THE MATTHEWS COMPANY, , ,,SPATCO Environmental,1 At Closure
5191563,1,Airport Car Kennel ,620 Royal Pkwy.,,Nashville,37214,Davidson,Drew Storm,FO,Impacted Observation Well - During Ph II ESA,,SEP-06-2013,8 Case Closed,,,,,,,7 Environmental Audit
5191565,1,Eddies Hardware and Market,8898 Highway 70 West,,Nashville,37221,Davidson,John Wright,FO,,,,8 Case Closed,,,,,,,
5191566,1,PILOT OIL 292 TRAVEL CTR,I-65 & W TRINITY LN,,Nashville,37207,Davidson,John Wright,FO,,1 Spill,DEC-21-1995,8 Case Closed,,PILOT OIL CORP, ,,,,3 On-site Impact
5191566,2,PILOT TRAVEL CENTER # 292,I-65 At West Trinity Lane,,Nashville,37207,Davidson,Drew Storm,FO,Surface spill (gasoline) during fuel drop.,3 Human Error,AUG-24-2009,8 Case Closed,,,,,,,8 Other
5191566,3,Love's Travel Stop #249,130 West Trinity Lane,,Nashville,37207,Davidson,Drew Storm,FO,500 gallon diesel surface spill 11-16-11 morning,1 Spill,NOV-16-2011,8 Case Closed,,"LOVE'S COUNTRY STORES, INC.", ,,,,8 Other
5191567,1,STEINER-LIFF IRON & METAL CO,CRUTCHER ST,,Nashville,37213,Davidson,John Wright,FO,,7 Unknown,AUG-21-1990,8 Case Closed,,STEINER LIFF IRON &, ,,,,1 At Closure
5191568,1,4150 Granny White Market,5301 Granny White Pike,,Nashville,37215,Davidson,Katrina Hunter,FO,Dispenser and line closure - turned into emergency tank closure,,,1a Completed Tank Closure,,,,,,,
5191569,1,Mapco Express #3404,2301 Murfreesboro Road,,Nashville,37217,Davidson,Katrina Hunter,FO,,,,1d Completed Line Closure,,,,Tyler Roy,Mr.,PM Environmental,
5191570,1,Baker's Grocery,1604 Springfield Highway,,Goodlettsville,37072,Davidson,Katrina Hunter,FO,,,JUL-17-2013,8 Case Closed,,,,,,,2 Release Detection
5191582,1,SUPERIOR OIL,2115 NOLENSVILLE,,Nashville,37211,Davidson,John Wright,FO,,7 Unknown,NOV-29-1990,8 Case Closed,,EARL SHACKLETT, ,,,,1 At Closure
5191584,1,Kwik Sak #624,1451 Donelson Pike,,Nashville,37217,Davidson,Drew Storm,FO,Modified Site Check(s) at UST pit and Dispeners AG case.,,,0a Suspected Release - Closed,,,,,,,
5191587,1,USF DUGAN INC.,615 Nester St.,,Nashville,37210,Davidson,Drew Storm,FO,Tank Closure,,,1a Completed Tank Closure,,USF DUGAN INC., ,Charley Thompson,,Petroleum Equipment Company,
5191590,1,LITTONS SERVICE CTR,9051 HWY 100,,Nashville,37221,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,LITTONS SERVICE CENTER, ,,,,
5191594,1,CUMBERLAND HALL HOSP,804 YOUNGS LN,,Nashville,37207,Davidson,John Wright,FO,,7 Unknown,NOV-08-1999,8 Case Closed,,CUMBERLAND HALL HOSP, ,,,,1 At Closure
5191596,1,PETERBILT OF NASHVILLE INC,115 HAYWOOD LN,,Antioch,37013,Davidson,John Wright,FO,,7 Unknown,AUG-11-1995,8 Case Closed,,"PETERBILT OF NASHVILLE, INC.", , ,,Petrotec,1 At Closure
5191597,1,PEP BOYS #49,1577 Gallatin Pike,,Madison,37115,Davidson,John Wright,FO,oil/water separator with separate waste oil UST,,,1a Completed Tank Closure,,"PEP BOYS/ MANNY, MOE AND JACK", ,,,,
5191598,1,DAILY'S 6641,3696 Bell Road,,Nashville,37214,Davidson,John Wright,FO,Piping replacement,,,8 Case Closed,,"Tri Star Energy , LLC.", ,,,,
5191599,1,TENNESSEE UNIFORN & TOWEL,71 FESSLER'S LANE,,Nashville,,Davidson,,Reimbursement,,,,8 Case Closed,,,,,,,
5191600,1,EXXON RAS 5-0085,5430 OLD HICKORY BLVD,,Hermitage,37076,Davidson,John Wright,FO,,,,1b Closure Application Expired,,EXXON COMPANY USA, ,,,,
5191600,2,7-Eleven Inc. No. 41072,5430 Old Hickory Blvd,,Hermitage,37076-2574,Davidson,Susan Watts,ENF,,,,1 Tank Closure,,,,Brett Bohentin,Mr.,APTIM,
5191601,1,BRIDGESTONE/FIRESTONE @ HILLWOOD,6618 CHARLOTTE AVE,,Nashville,37209,Davidson,John Wright,FO,,7 Unknown,OCT-18-1995,8 Case Closed,,NATIONAL COMMUNITY CENTER X11LP, , ,,Woodward-Clyde Consultants,1 At Closure
5191602,1,GOODWILL IND OF MIDDLE TENN INC,1015 HERMAN ST,,Nashville,37208,Davidson,John Wright,FO,,,,1a Completed Tank Closure,,GOODWILL IND OF MIDD, ,,,,
5191605,1,RHONE POULENC,4600 CENTENNIAL BLVD,,Nashville,37209,Davidson,John Wright,FO,,7 Unknown,APR-23-1991,8 Case Closed,,RHONE POULENC, , ,,Ferguson Harbour Incorporated,1 At Closure
5191606,1,COOK'S PEST CONTROL INC,5020 Lindbar Drive,,Nashville,37222,Davidson,Drew Storm,FO,05/10/11 report of failed line test.,5 Pipe Failure,MAY-09-2011,8 Case Closed,,COOK'S PEST CONTROL, ,,,,2 Release Detection
5191606,2,"Cook's Pest Control, Inc.",5020 Linbar Drive,,Nashville,37222,Davidson,Katrina Hunter,FO,Tank closure - removal,,,1a Completed Tank Closure,,,,,,,
5191607,1,NED'S  SPUR,167 LAFAYETTE ST,,Nashville,37210,Davidson,John Wright,FO,,7 Unknown,JUN-28-1997,8 Case Closed,,HOWARD BOCHETTE, ,,,,8 Other
5191607,2,NED'S  SPUR,167 LAFAYETTE ST,,Nashville,,Davidson,,Reimbursement,ASK REIMBURSEMENT ABOUT THIS ONE!!,,,8 Case Closed,,,,,,,
5191607,3,"Y ' R Market - Fox Group, Inc.",167 Lafayette St.,,Nashville,37210,Davidson,Drew Storm,FO,AM #11 Tank Closure/Removal,,,1a Completed Tank Closure,,"Fox Group, Inc",Raj Grewah,,,,
5191608,1,Brenda's Corner Market,5500 Clarksville Highway,,Joelton,37080,Davidson,Katrina Hunter,FO,Suspected release report - SIR INCs,,,0a Suspected Release - Closed,,,,,,,2 Release Detection
5191611,1,FLEMING MARKET,499 DAVIDSON RD,,Nashville,37213,Davidson,John Wright,FO,,7 Unknown,JAN-08-1997,8 Case Closed,,KIMBRO OIL COMPANY, ,,,,1 At Closure
