Facility ID,Tank IDAssociatedwith Release,LUSTID,Federally Reportable Release,Site Name,Site Address,Site Address2,Site City,Zipcode,County,State,EPARegion,Facility Type,Tribal Site,Tribe,Latitude,Longitude,Coordinate Source,LUSTStatus,Reported Date,NFADate,Media Impacted Soil,Media Impacted Groundwater,Media Impacted Surface Water,Substance Released1,Quantity Released1,Unit1,Substance Released2,Quantity Released2,Unit2,Substance Released3,Quantity Released3,Unit3,Substance Released4,Quantity Released4,Unit4,Substance Released5,Quantity Released5,Unit5,Source Of Release1,Cause Of Release1,Source Of Release2,Cause Of Release2,Source Of Release3,Cause Of Release3,How Release Detected,Corrective Action Strategy1,Corrective Action Strategy1Start Date,Corrective Action Strategy2,Corrective Action Strategy2Start Date,Corrective Action Strategy3,Corrective Action Strategy3Start Date,Closed With Contamination,No Further Action Letter URL,Military Do DSite
3000002,,92061,Yes,OBSERVATORY OF GEORGETOWN CONDO,2111 WISCONSIN AV NW,,Washington DC,20007,,DC,3,Residential,,,38.91837196,-77.06852936,Geocoded address,No further action,1992-05-19,1994-05-02,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000680,,92062,Yes,TEXACO,340 FLORIDA AV NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.90747791,-77.00054707,Geocoded address,No further action,1992-06-04,2007-01-08,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
7000298,,92064,Yes,DCFD ENGINE CO. #27,4201 MINNESOTA AV NE,,Washington DC,20019,,DC,3,Other,,,38.90108432,-76.94324768,Geocoded address,No further action,1992-06-03,1992-09-15,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3002078,,92070,Yes,IONA SENIOR SERVICES,ALBERMARLE & 42ND ST NW,,Washington DC,20016,,DC,3,Other,,,38.94790996,-77.08204224,Geocoded address,No further action,1992-04-28,1999-03-26,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000053,,92071,Yes,USAF DIAC JBAB  (BLDG 6000),1100 CES/DEEV,,Washington DC,20332,,DC,3,Other,,,,,,No further action,1992-05-19,1993-04-05,Yes,No,No,Kerosene,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
1003579,,92073,Yes,MOTT ELEMENTARY SCHOOL,"4TH ST & BRYANT ST NW
300 BRYANT ST NW",,Washington DC,20001,,DC,3,School,,,38.9203606,-77.01802694,Geocoded address,No further action,1992-06-26,1992-09-22,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
7000331,,92075,Yes,COMMUNITY EXXON S/S #2-5694,4854 N H BURROUGHS AV NE,,Washington DC,20019,,DC,3,Retail fuel sales (non-marina),,,38.89908866,-76.93202902,Geocoded address,No further action,1992-06-03,2015-12-17,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000084,,92076,Yes,ATTIS,1714 2ND ST SW,,Washington DC,20024,,DC,3,Other,,,38.86846925,-77.0133744,Geocoded address,No further action,1992-07-01,1992-12-28,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000752,,92077,Yes,C&P TELEPHONE OF MARYLAND,1200 H ST NW,,Washington DC,20005,,DC,3,Utility,,,38.8996179,-77.02844221,Geocoded address,No further action,1992-07-09,1992-08-15,Yes,No,No,Kerosene,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000061,,92078,Yes,L ST SERVICE OPERATION CTR 11607,"62 L ST NE 
1120 1ST ST NE",,Washington DC,20008,,DC,3,Utility,,,38.90402787,-77.00694843,Geocoded address,No further action,1992-04-14,2003-12-10,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000012,,92079,Yes,"LOUISE MATEER, FEE OWNER",1101 BRENTWOOD RD NE,,Washington DC,20018,,DC,3,Retail fuel sales (non-marina),,,38.91938593,-76.99073608,Geocoded address,No further action,1997-05-04,2005-01-12,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000011,,92080,Yes,SAFEWAY STORE #1276,6501 GEORGIA AV NW,,Washington DC,20012,,DC,3,Commercial,,,38.96863,-77.02736,Geocoded address,No further action,1992-07-14,1992-07-22,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3005022,,92081,Yes,Mazza Galarie,5300 WISCONSIN AVE NW,,Washington DC,20008,,DC,3,Other,,,38.95957,-77.08563,Geocoded address,No further action,1992-07-15,1999-03-31,Yes,No,No,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000609,,92083,Yes,BUZZARD POINT GENERATING STATION,1ST & V ST SW,,Washington DC,20024,,DC,3,Utility,,,38.86462855,-77.01218422,Geocoded address,No further action,1992-07-31,1993-01-21,Yes,Yes,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
7000332,,92084,Yes,EXXON S/S #2-2815,3201 PENNSYLVANIA AV SE,,Washington DC,20020,,DC,3,Retail fuel sales (non-marina),,,38.86875,-76.95996,,No further action,1992-07-31,1996-02-27,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000691,,92086,Yes,USPS BRIGHTWOOD VEHICLE MAINT,6318 CHILLUM PL NW,,Washington DC,20011,,DC,3,Commercial,,,38.9670966,-77.01226162,Geocoded address,No further action,1992-08-19,2011-02-03,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2004002,,92087,Yes,MOBIL OIL COMPANY,1201 H ST NW,,Washington DC,20005,,DC,3,Retail fuel sales (non-marina),,,38.89983,-77.02808,Geocoded address,No further action,1992-08-25,1992-09-28,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000009,,92089,Yes,CONSOLIDATED WASTE INDUSTRIES IN,1116 W ST NE,,Washington DC,20018,,DC,3,Industrial,,,38.91936769,-76.99018719,Geocoded address,No further action,1992-09-14,1998-05-20,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3004662,,92091,Yes,EMBASSY OF FRANCE,4101 RESERVOIR RD NW,,Washington DC,20007,,DC,3,Other,,,38.91410696,-77.07868811,Geocoded address,No further action,1992-09-16,1995-11-08,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000028,,92093,Yes,JAMES CREEK MARINA,200 V ST SW,,Washington DC,20024,,DC,3,Other,,,38.86448828,-77.01463041,,No further action,1992-09-17,1992-12-08,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4001364,,92095,Yes,TAKOMA METRO CENTER,6856 EASTERN AV NW,,Washington DC,20012,,DC,3,Commercial,,,38.97415736,-77.01374471,Geocoded address,No further action,1992-09-17,1992-11-12,Yes,No,No,,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4001052,,92097,Yes,STRAYER COLLEGE,6838 LAUREL AV NW,,Washington DC,20012,,DC,3,School,,,38.97309,-77.01359,Geocoded address,No further action,1992-09-17,1992-11-12,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000558,,92098,Yes,WASHINGTON NAVY YARD,"UBLIC WORKS DEPT WASH
1008 EBERLE PL SE
BLDG 220, SUITE 318",,Washington DC,20376,,DC,3,Other,,,38.87361,-76.99557,Geocoded address,No further action,1992-09-16,1994-03-11,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
2005591,,92101,Yes,COLUMBIA ISLAND MARINA,GEO WASHINGTON PW SW,,Washington DC,22202,,DC,3,Other,,,38.85011,-77.03918,Geocoded address,No further action,1992-09-29,1992-12-03,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000019,,92103,Yes,"GEORGETOWN CENTER II, INC.",2115 WISCONSIN AV NW,,Washington DC,20007,,DC,3,Commercial,,,38.91872764,-77.06907963,Geocoded address,No further action,1992-05-19,1994-05-02,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000512,,93003,Yes,HERTZ RENT A CAR,901 11TH ST NW,,Washington DC,20001,,DC,3,Auto dealership/auto maintenance & repair,,,38.90168168,-77.02667375,Geocoded address,No further action,1992-10-26,1996-04-24,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000240,,93005,Yes,C&P V STREET GARAGE GLC (12243),935 V ST NE,,Washington DC,20018,,DC,3,Utility,,,38.91702417,-76.99249739,Geocoded address,No further action,1992-10-02,1996-06-10,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000139,,93006,Yes,SAINT ANSELMS ABBEY,4501 S DAKOTA AV NE,,Washington DC,20017,,DC,3,School,,,38.94743701,-76.98428423,Geocoded address,No further action,1992-11-03,1993-01-21,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000310,,93007,Yes,FORMER DISTRICT PAVING - ASPHALT,60 P ST SE,,Washington DC,20003,,DC,3,Industrial,,,38.87279247,-77.00720341,Geocoded address,No further action,1992-11-03,1997-07-11,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000025,,93008,Yes,RUDOLPH & WEST COMPANY,"605 RHODE ISLAND AV NE
611 RHODE ISLAND AV NE",,Washington DC,20002,,DC,3,Industrial,,,38.92036089,-76.99774698,Geocoded address,No further action,1992-10-07,1992-12-18,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000211,,93009,Yes,VALERO,2800 12TH ST NE,,Washington DC,20017,,DC,3,Retail fuel sales (non-marina),,,38.92585,-76.99082,Geocoded address,No further action,1992-11-05,1992-12-07,Yes,No,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000699,,93013,Yes,USPS VEHICLE MAINT FACILITY,980 V ST NE,,Washington DC,20018,,DC,3,Other,,,38.91822483,-76.99044841,Geocoded address,No further action,1992-11-16,2011-03-15,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000107,,93014,Yes,AMOCO OIL CO S/S #239,2712 BLADENSBURG RD NE,,Washington DC,20018,,DC,3,Retail fuel sales (non-marina),,,38.92517264,-76.96575022,Geocoded address,No further action,1992-11-16,1995-04-14,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000218,,93015,Yes,BROOKLAND C.P. (12205),1039 LAWRENCE ST NE,,Washington DC,20017,,DC,3,Utility,,,38.93118254,-76.99122182,,No further action,1992-10-27,1994-03-01,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3005002,,93016,Yes,SHELL OIL COMPANY,4307 WISCONSIN AV NW,,Washington DC,20016,,DC,3,Retail fuel sales (non-marina),,,38.94505,-77.07806,Geocoded address,No further action,1992-11-12,2004-10-21,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000667,,93018,Yes,NATIONAL MUSEUM NATURAL HISTORY,10TH & CONSTITUTION AV NW,,Washington DC,20001,,DC,3,Other,,,38.89208194,-77.02599044,,No further action,1992-11-19,1999-03-18,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2003553,,93026,Yes,CAPITOL CAB,1033 3RD ST NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.90325,-77.00202,Geocoded address,No further action,1992-11-10,1992-12-10,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000557,,93027,Yes,NAVAL RESEARCH LABORATORY (NRL),4555 OVERLOOK AV SW,,Washington DC,20375,,DC,3,Other,,,38.82243925,-77.01810367,Geocoded address,No further action,1992-12-08,1997-01-07,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
2000137,,93030,Yes,AMOCO OIL CO - MACS SERVICE CTR,801 M ST NW,,Washington DC,20001,,DC,3,Retail fuel sales (non-marina),,,38.90566,-77.02293,Geocoded address,No further action,1992-12-16,1999-04-30,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6000364,,93031,Yes,EXXON S/S #2-0674,339 PENNSYLVANIA AV SE,,Washington DC,20003,,DC,3,Retail fuel sales (non-marina),,,38.88625,-77.00087,,No further action,1993-01-05,2008-12-17,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000314,,93032,Yes,THE PARKS AT WALTER REED,"CAMERON DRIVE RIGHT OF WAY
6900 GEORGIA AV NW
",,Washington DC,20012,,DC,3,Commercial,,,38.97658161,-77.02884996,Geocoded address,No further action,1993-01-14,1993-05-11,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000347,,93033,Yes,EXXON S/S #2-1076,6350 GEORGIA AV NW,,Washington DC,20011,,DC,3,Retail fuel sales (non-marina),,,38.96683953,-77.0278877,,No further action,1992-12-11,1993-01-14,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000566,,93035,Yes,NAVAL ANACOSTIA - BLDG A353,SOUTH CAPITOL ST SW,,Washington DC,20374,,DC,3,Other,,,38.87503,-76.99664,Geocoded address,No further action,1993-01-21,2003-01-22,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
8000565,,93036,Yes,NAVAL ANACOSTIA - BLDG A352,SOUTH CAPITOL ST SW,,Washington DC,20374,,DC,3,Other,,,38.87503,-76.99664,Geocoded address,No further action,1993-01-22,1995-12-07,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
8000560,,93037,Yes,NAVAL ANACOSTIA - BLDG A075,SOUTH CAPITOL ST SW,,Washington DC,20374,,DC,3,Other,,,38.87503,-76.99664,Geocoded address,No further action,1993-01-25,1995-12-07,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
8000558,,93038,Yes,NAVAL ANACOSTIA - BLDG A037,SOUTH CAPITOL ST SW,,Washington DC,20374,,DC,3,Other,,,38.87503,-76.99664,Geocoded address,No further action,1993-01-26,1997-09-01,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
4001052,,93039,Yes,STRAYER COLLEGE,6838 LAUREL AV NW,,Washington DC,20012,,DC,3,School,,,38.97309,-77.01359,Geocoded address,No further action,1993-01-08,1993-06-01,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2001475,,93040,Yes,PRESIDENT MADISON APARTMENTS,1908 FLORIDA AV NW,,Washington DC,20009,,DC,3,Residential,,,38.9150321,-77.04455617,Geocoded address,No further action,1992-12-23,1993-02-21,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6000730,,93041,Yes,ANACOSTIA FOOD & FUEL LLC,2305 PENNSYLVANIA AV SE,,Washington DC,20020,,DC,3,Retail fuel sales (non-marina),,,38.87421,-76.97344,,No further action,1993-01-27,1994-09-28,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000339,,93044,Yes,EXXON S/S #2-5337,3607 M ST NW,,Washington DC,20007,,DC,3,Retail fuel sales (non-marina),,,38.90527206,-77.0708928,,No further action,1993-02-10,1995-04-27,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000087,,93045,Yes,CASEY'S NO2 BP,814 BLADENSBURG RD NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.90112408,-76.9830541,,No further action,1993-02-04,1995-05-08,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000197,,93047,Yes,P STREET SHELL,2200 P ST NW,,Washington DC,20037,,DC,3,Retail fuel sales (non-marina),,,38.90930671,-77.04915963,Geocoded address,No further action,1993-02-11,2008-07-28,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1000209,,93048,Yes,EXXON S/S #2-7835,1827 ADAMS MILL RD NW,,Washington DC,20009,,DC,3,Retail fuel sales (non-marina),,,38.92341947,-77.04313318,Geocoded address,Active: general,1993-02-11,,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
7001942,,93049,Yes,FORMER MOBIL OIL STATION,4501 BOWEN RD SE,,Washington DC,20019,,DC,3,Retail fuel sales (non-marina),,,38.87343055,-76.93474418,Geocoded address,No further action,1993-01-27,2004-09-22,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000083,,93050,Yes,FORMER EXXON - THIFTY CAR RENTAL,1720 NEW YORK AV NE,,Washington DC,20002,,DC,3,Auto dealership/auto maintenance & repair,,,38.91764037,-76.97881643,Geocoded address,No further action,1993-02-24,1996-10-07,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000609,,93051,Yes,BUZZARD POINT GENERATING STATION,1ST & V ST SW,,Washington DC,20024,,DC,3,Utility,,,38.86462855,-77.01218422,Geocoded address,No further action,1993-01-29,2010-04-01,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000095,,93052,Yes,FT LESLEY J. MCNAIR,FORT LESLEY J. MCNAIR,,Washington DC,20319,,DC,3,Other,,,38.86695,-77.01759,Geocoded address,No further action,1993-03-10,1999-04-26,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
5000201,,93054,Yes,EXXON S/S #2-7582,1020 MICHIGAN AV NE,,Washington DC,20017,,DC,3,Retail fuel sales (non-marina),,,38.93596697,-76.99290255,,No further action,1993-03-26,2004-02-10,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000248,,93055,Yes,EXXON R/S # 27833,1601 WISCONSIN AV NW,,Washington DC,20007,,DC,3,Retail fuel sales (non-marina),,,38.91073794,-77.06472026,,No further action,1993-03-26,2004-02-10,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000202,,93056,Yes,EXXON S/S #2-7834,4861 MASSACHUSETTS AV NW,,Washington DC,20016,,DC,3,Retail fuel sales (non-marina),,,38.94612277,-77.09648317,Geocoded address,Active: general,1993-03-26,,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000173,,93057,Yes,CRANE RENTAL CO. INC.,1725 W ST NE,,Washington DC,20018,,DC,3,Contractor,,,38.91936493,-76.97934094,Geocoded address,No further action,1993-03-29,1994-01-04,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000337,,93059,Yes,EXXON  S/S #2-1717,4812 MACARTHUR BV NW,,Washington DC,20007,,DC,3,Retail fuel sales (non-marina),,,38.91629982,-77.09608652,Geocoded address,No further action,1993-04-01,1993-07-30,Yes,No,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000702,,93060,Yes,WASHINGTON POST NEWSPAPER,225 VIRGINIA AV SE - SOUTHEAST,,Washington DC,20003,,DC,3,Commercial,,,38.87987128,-77.00283018,Geocoded address,No further action,1993-04-02,2002-09-30,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000203,,93061,Yes,EXXON S/S #2-7581,200 MASSACHUSETTS AV NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.89546955,-77.00308463,,No further action,1993-03-25,2009-01-05,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000252,,93062,Yes,GWU - BURNS LAW CENTER,"720 20TH ST NW
716 20TH ST NW",,Washington DC,20052,,DC,3,School,,,38.89895,-77.0451,,No further action,1993-04-07,2004-10-21,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
1003100,,93063,Yes,E. B. ADAMS,1612 U ST NW,,Washington DC,20009,,DC,3,Other,,,38.91673512,-77.0376357,Geocoded address,No further action,1993-04-13,1994-04-04,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
6000642,,93064,Yes,STEUART INVESTMENT COMPANY.,1333 M ST SE,,Washington DC,20003,,DC,3,Other,,,38.87630518,-76.9871569,Geocoded address,No further action,1993-04-14,1998-04-07,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000016,,93067,Yes,STROMBERG SHEET METAL WORKS INC,1235 W ST NE,,Washington DC,20018,,DC,3,Contractor,,,38.91875401,-76.988847,Geocoded address,No further action,1993-04-26,1993-06-08,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5002682,,93069,Yes,EXXON GAS STATION,"3700 10TH ST NE 
AT MICHIGAN AV",,Washington DC,20017,,DC,3,Retail fuel sales (non-marina),,,38.93560901,-76.99347236,Geocoded address,No further action,1993-05-12,2001-02-21,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5000513,,93070,Yes,WMI NORTHEAST TRANSFER STATION,2160 QUEENS CHAPEL RD NE,,Washington DC,20018,,DC,3,Industrial,,,38.92007373,-76.97366208,Geocoded address,No further action,1993-05-18,1993-06-18,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000009,,93071,Yes,AUSTRALIAN EMBASSY,1601 MASSACHUSETTS AV NW,,Washington DC,20036,,DC,3,Other,,,38.90800561,-77.03703306,Geocoded address,No further action,1993-05-20,1997-09-26,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000040,,93072,Yes,FORMER BP SERVICE STATION 99018,6431 GEORGIA AV NW,,Washington DC,20012,,DC,3,Retail fuel sales (non-marina),,,38.96840479,-77.02714841,Geocoded address,No further action,1993-05-21,1998-09-30,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
5003324,,93076,Yes,S M C UN IND LTD PARTNERSHIP,3325 V ST NE,,Washington DC,20018,,DC,3,Other,,,38.91825496,-76.96085004,Geocoded address,No further action,1993-04-21,1993-06-14,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000097,,93078,Yes,ASSOCIATED GENERAL CONTRACTORS,1957 E ST NW,,Washington DC,20006,,DC,3,Commercial,,,38.89628332,-77.0442376,Geocoded address,No further action,1993-06-22,1993-07-26,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
3000385,,93079,Yes,GEORGETOWN UNIV - ICC,NW CORNER,,Washington DC,20057,,DC,3,School,,,38.93524,-77.03824,Geocoded address,No further action,1993-06-21,1994-12-02,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
8000057,,93083,Yes,USAF VEHICLE MAINT BLDG.362,OLAA 1776 SUPS/LHSB,,Washington DC,20332,,DC,3,Other,,,,,,No further action,1993-06-29,1994-03-18,Yes,Yes,No,Heating/fuel oil # unknown,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
8000054,,93085,Yes,USAF AUTO HOBBY SHOP BLDG. 8,1100 ABG/SSRAH,,Washington DC,20332,,DC,3,Other,,,,,,No further action,1993-08-02,1994-04-18,Yes,Yes,No,Waste/Used Oil,,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,Yes
2000176,,93086,Yes,CAPITAL HILL CITGO,2300 PENNSYLVANIA AV SE,,Washington DC,20037,,DC,3,Retail fuel sales (non-marina),,,38.87455234,-76.97187133,Geocoded address,No further action,1993-04-19,2002-10-23,Yes,Yes,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000203,,93087,Yes,EXXON S/S #2-7581,200 MASSACHUSETTS AV NE,,Washington DC,20002,,DC,3,Retail fuel sales (non-marina),,,38.89546955,-77.00308463,,No further action,1993-01-01,1993-12-10,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
4000719,,93089,Yes,VETERANS ADMIN MEDICAL CENTER,50 IRVING ST NW,,Washington DC,20422,,DC,3,Other,,,38.92939338,-77.01119215,Geocoded address,No further action,1993-08-16,1994-04-06,Yes,No,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2000352,,93090,Yes,EXXON SS#2-8283,2150 M ST NW,,Washington DC,20037,,DC,3,Retail fuel sales (non-marina),,,38.90497264,-77.04846502,,No further action,1993-08-04,1995-04-27,Yes,No,No,Gasoline (unknown type),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
2004584,,93093,Yes,AT&T,2516 Q ST NW,,Washington DC,20007,,DC,3,Commercial,,,38.91023168,-77.05387782,Geocoded address,No further action,1993-08-26,2004-10-12,Yes,Yes,No,Diesel fuel (b-unknown),,,,,,,,,,,,,,,Unknown,Unknown,,,,,,,,,,,,,,No
