FACILITYID,FacilityName,OwnerType,FacilityType1,FacilityType2,FacilityAddress1,FacilityAddress2,FacilityCity,FacilityCounty,FacilityZipCode,FacilityState,FacilityEPARegion,FacilityTribalSite,FacilityTribe,FacilityLatitude,FacilityLongitude,FacilityCoordinateSource,FacilityOwnerCompanyName,FacilityOperatorCompanyName,FinancialResponsibilityObtained,FinancialResponsibilityBondRatingTest,FinancialResponsibilityCommercialInsurance,FinancialResponsibilityGuarantee,FinancialResponsibilityLetterOfCredit,FinancialResponsibilityLocalGovernmentFinancialTest,FinancialResponsibilityRiskRetentionGroup,FinancialResponsibilitySelfInsuranceFinancialTest,FinancialResponsibilityStateFund,FinancialResponsibilitySuretyBond,FinancialResponsibilityTrustFund,FinancialResponsibilityOtherMethod,USTReportedRelease,AssociatedLUSTID
1000539,NORTHWEST AUTO,Private,Auto dealership/auto maintenance & repair,,2000 5TH ST NW,,Washington DC,,20001,DC,3,,,38.91664,-77.01871,Geocoded address,NORTHWEST AUTO,,No,No,No,No,No,No,No,No,No,No,No,,Yes,87010.0
7004090,OLYMPIA BAKERY,Private,Retail fuel sales (non-marina),,5201 HAYES ST NE,,Washington DC,,20019,DC,3,,,38.8994081,-76.92682125,Geocoded address,OLYMPIA BAKERY,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2016001.0
5000571,"OTTENBERGS BAKERS., INC.",Private,Commercial,,655 TAYLOR ST NE,,Washington DC,,20017,DC,3,,,38.93953044,-76.99624238,Geocoded address,OTTENBERGS BAKERS (#87011-CL),,No,No,No,No,No,No,No,No,No,No,No,,Yes,87011.0
2000546,"NATIONAL CAR RENTAL SYSTEM, INC",Private,Auto dealership/auto maintenance & repair,,1001 12TH ST NW,,Washington DC,,20005,DC,3,,,38.90252,-77.02805,Geocoded address,OWN/TEN NAT. CAR RENT (#88002),,No,No,No,No,No,No,No,No,No,No,No,,Yes,88002.0
1002283,PARKWAY FILLING STATION INC.,Private,Retail fuel sales (non-marina),,1370 PARK RD NW,,Washington DC,,20010,DC,3,,,38.93046907,-77.03173718,Geocoded address,PARKWAY FILLING STATION INC.,,No,No,No,No,No,No,No,No,No,No,No,,No,
2002591,PENN OIL COMPANY,Private,Other,,71 K ST NE,,Washington DC,,20002,DC,3,,,38.90251,-77.00637,Geocoded address,PENN OIL CO,,No,No,No,No,No,No,No,No,No,No,No,,No,
2002601,PENN OIL COMPANY,Private,Retail fuel sales (non-marina),,441-7 K ST NW,,Washington DC,,20001,DC,3,,,38.90254,-77.0175,Geocoded address,PENN OIL CO,,No,No,No,No,No,No,No,No,No,No,No,,No,
5000574,JEMAL'S GATEWAY,Private,Commercial,,77 P ST NE,,Washington DC,,20002,DC,3,,,38.90944351,-77.00692071,Geocoded address,PEOPLES DRUG (#89023-CL),,No,No,No,No,No,No,No,No,No,No,No,,Yes,2006013.0
5000584,"PEPPERIDGE FARM, INC.",Private,Trucking/transport/fleet operation,,2230 LAWRENCE AV NE,,Washington DC,,20018,DC,3,,,38.91998405,-76.97728621,Geocoded address,"PEPPERIDGE FARM, INC.",,Yes,No,No,No,No,No,No,Yes,No,No,No,,No,
2000615,PHILLIPS 66 COMPANY.#015062,Private,Retail fuel sales (non-marina),,500 4TH ST SW,,Washington DC,,20024,DC,3,,,38.88226,-77.01754,Geocoded address,PHILLIPS 66 COMPANY.,,No,No,No,No,No,No,No,No,No,No,No,,No,
8000029,KING GAS,Private,Retail fuel sales (non-marina),,2917 M L KING JR AV SE,,Washington DC,,20032,DC,3,,,38.84596847,-76.99728371,Geocoded address,AK JK LLC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,97043.0
8000205,CROWN,Private,Retail fuel sales (non-marina),,3011 M L KING JR AV SE,,Washington DC,,20032,DC,3,,,38.84443858,-76.99833063,,AK JK LLC,,No,No,No,No,No,No,No,No,No,No,No,,No,
7002015,PEPCO,Private,Commercial,,FOOTE ST NE,,Washington DC,,20019,DC,3,,,38.89704,-76.92989,Geocoded address,POTOM ELECTRIC POWER CO,,No,No,No,No,No,No,No,No,No,No,No,,No,
2000214,PEPCO,Private,Commercial,,1ST & T ST SW,,Washington DC,,20024,DC,3,,,38.86727928,-77.01217614,Geocoded address,PEPCO AN EXELON COMPANY,,No,No,No,No,No,No,No,No,No,No,No,,No,
2002337,BUZZARD POINT FACILITY,Private,Utility,,180 S ST SW,,Washington DC,,20024,DC,3,,,38.86822,-77.01344,Geocoded address,PEPCO AN EXELON COMPANY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,93094.0
8000608,SUBSTATION No.136,Private,Utility,,3302 15TH ST SE,,Washington DC,,20032,DC,3,,,38.84548796,-76.98261517,,PEPCO AN EXELON COMPANY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
1000605,SUBSTATION NO.25,Private,Utility,,2119 CHAMPLAIN ST NW,,Washington DC,,20009,DC,3,,,38.91885485,-77.04013472,Geocoded address,PEPCO AN EXELON COMPANY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
3000606,SUBSTATION NO.#129,Private,Utility,,4000 VAN NESS ST NW,,Washington DC,,20016,DC,3,,,38.94261059,-77.07899722,Geocoded address,PEPCO AN EXELON COMPANY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
5000607,PEPCO SUBSTATION NO.#133,Private,Utility,,1032 IRVING ST NE,,Washington DC,,20017,DC,3,,,38.92891,-76.99103989,Geocoded address,PEPCO AN EXELON COMPANY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,97020.0
7000585,BENNING ROAD GENERATING STATION,Private,Utility,,3400 BENNING RD NE,,Washington DC,,20010,DC,3,,,38.89697815,-76.95213708,,PEPCO AN EXELON COMPANY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Other Finance,Yes,90013.0
9000745,KENILWORTH FUELING STATION,Private,Retail fuel sales (non-marina),,3400 BENNING RD NE,,Washington DC,,20010,DC,3,,,38.89697815,-76.95213708,Geocoded address,PEPCO AN EXELON COMPANY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
9000746,TRANSFORMER STATION,Private,Utility,,3400 BENNING RD NE,,Washington DC,,20010,DC,3,,,38.89697815,-76.95213708,Geocoded address,PEPCO AN EXELON COMPANY,,Yes,No,Yes,No,No,No,No,No,No,No,No,,Yes,2023009.0
2000583,POTOMAC PLAZA APTS COOP INC,Private,Residential,,2475 VIRGINIA AV NW,,Washington DC,,20037,DC,3,,,38.89907592,-77.05249514,Geocoded address,POTOMAC PLAZA APT COOP  INC,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
3004977,WASH CATHEDRAL POWER PLANT,Private,School,,"3001 WISCONSIN AV NW 
MASSACHUSETTS & WISCONSIN AV NW",,Washington DC,,20016,DC,3,,,38.92947138,-77.07241787,Geocoded address,WASHINGTON NATIONAL CATHEDRAL,,No,No,No,No,No,No,No,No,No,No,No,,No,
5000581,PROVIDENCE HOSPITAL,Private,Hospital (or other medical),,1150 VARNUM ST NE,,Washington DC,,20017,DC,3,,,38.94401606,-76.99047922,Geocoded address,PROVIDENCE HOSPITAL,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,98067.0
2000626,R.M.BARIOW & J.D VAN WAGONER.,Private,Other,,1201 CUSHING PL SE,,Washington DC,,20003,DC,3,,,38.87599021,-77.00683853,Geocoded address,R.M.BARIOW & J.D VAN WAGONER.,,No,No,No,No,No,No,No,No,No,No,No,,No,
2003875,RAINES SERVICE STATION,Private,Retail fuel sales (non-marina),,3131 K ST NW,,Washington DC,,20007,DC,3,,,38.90258,-77.06165,Geocoded address,RAINES SERVICE STATION,,No,No,No,No,No,No,No,No,No,No,No,,Yes,98062.0
139,MUZULLO VENDING INC,Private,Commercial,,1234 9TH ST NW,,Washington DC,,20001,DC,3,,,38.90664201,-77.02433978,Geocoded address,RALPH L. FELTMAN JR.,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2003090.0
2000627,"RCA GLOBAL COMMUNICATIONS,INC.",Private,Utility,,2030 M ST NW,,Washington DC,,20036,DC,3,,,38.90535611,-77.04627522,Geocoded address,RCA GLOBAL COM INC. (#87020-CL),,No,No,No,No,No,No,No,No,No,No,No,,Yes,87020.0
2003973,REPUBLIC OIL COMPANY,Private,Retail fuel sales (non-marina),,65 H ST NE,,Washington DC,,20002,DC,3,,,38.90014,-77.00682,Geocoded address,REPUBLIC OIL CO,,No,No,No,No,No,No,No,No,No,No,No,,No,
5001937,RIGGS NATIONAL BANK,Private,Commercial,,1125 BRENTWOOD RD NE,,Washington DC,,20018,DC,3,,,38.91994746,-76.99004147,Geocoded address,RIGGS NATIONAL BANK,,No,No,No,No,No,No,No,No,No,No,No,,No,
4000686,VESTRY OF ROCK CREEK PARISH,Private,Other,,ROCK CREEK CH RD & WEBSTER ST NW,,Washington DC,,20011,DC,3,,,38.94432937,-77.01154044,Geocoded address,VESTRY OF ROCK CREEK PARISH,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,89016.0
7000768,SEARS ROEBUCK AND COMPANY,Private,Commercial,,2845 ALABAMA AV SE,,Washington DC,,20020,DC,3,,,38.85902444,-76.96667096,Geocoded address,SEARS ROEBUCK AND CO,,No,No,No,No,No,No,No,No,No,No,No,,Yes,93077.0
1000661,SECURITY STORAGE CO.OF WASH.,Private,Trucking/transport/fleet operation,,1701 FLORIDA AV NW,,Washington DC,,20009,DC,3,,,38.91860982,-77.03936602,Geocoded address,SECURITY STORAGE CO. OF WASH.,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,96101.0
3000660,SIBLEY MEMORIAL HOSPITAL,Private,Hospital (or other medical),,5255 LOUGHBORO RD NW,,Washington DC,,20016,DC,3,,,38.9361592,-77.10882865,Geocoded address,SIBLEY MEMORIAL HOSPITAL.,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2000576,BUDGET RENT A CAR,Private,Commercial,,1200 K ST NW,,Washington DC,,20005,DC,3,,,38.90212479,-77.02864749,Geocoded address,FRANKLIN PLAZA LIMITED PARTNERS,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2002081.0
8002110,GAS STATION,Private,Retail fuel sales (non-marina),,2201 ALABAMA AV SE,,Washington DC,,20020,DC,3,,,38.85061053,-76.97396558,Geocoded address,SINCLAIR REFINING CO,,No,No,No,No,No,No,No,No,No,No,No,,Yes,97003.0
2000632,SISTERS - VISITATION GEORGETOWN,Private,School,,1500 35TH ST NW,,Washington DC,,20007,DC,3,,,38.90892281,-77.06934834,Geocoded address,SISTERS - VISITATION GEORGETOWN,,No,No,No,No,No,No,No,No,No,No,No,,No,
5000376,FORT MYER CONSTRUCTION CORP.,Private,Contractor,,2237 33RD ST NE,,Washington DC,,20018,DC,3,,,38.92128852,-76.96059813,,SRN INVESTORS,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
5000639,STEUART INVESTMENT COMPANY.,Private,Other,,2019 W VIRGINIA AV NE,,Washington DC,,20002,DC,3,,,38.91295612,-76.98202901,Geocoded address,STEUART INVESTMENT COMPANY.,,No,No,No,No,No,No,No,No,No,No,No,,Yes,92045.0
6000642,STEUART INVESTMENT COMPANY.,Private,Other,,1333 M ST SE,,Washington DC,,20003,DC,3,,,38.87630518,-76.9871569,Geocoded address,STEUART INVESTMENT COMPANY.,,No,No,No,No,No,No,No,No,No,No,No,,Yes,93064.0
2000638,OPPORTUNITY CONCRETE GARAGE.,Private,Industrial,,1601 S CAPITOL ST SW,,Washington DC,,20024,DC,3,,,38.87020419,-77.00955968,Geocoded address,"STEUART INVESTMENT,COMPANY",,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,94012.0
3000675,CRESTVIEW APT'S.,Private,Residential,,3601 WISCONSIN AV NW,,Washington DC,,20016,DC,3,,,38.93764971,-77.07363312,Geocoded address,TEMPLE REALTY COMPANY.,,No,No,No,No,No,No,No,No,No,No,No,,No,
5000680,TEXACO,Private,Retail fuel sales (non-marina),,340 FLORIDA AV NE,,Washington DC,,20002,DC,3,,,38.90747791,-77.00054707,Geocoded address,STAR ENTERPRISE,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2015002.0
5000681,TEXACO.,Private,Retail fuel sales (non-marina),,2300 NEW YORK AV NE,,Washington DC,,20002,DC,3,,,38.91768088,-76.97187265,Geocoded address,STAR ENTERPRISE,,No,No,No,No,No,No,No,No,No,No,No,,No,
2002604,THE AMERICAN OIL COMPANY,Private,Retail fuel sales (non-marina),,601 K ST NW,,Washington DC,,20001,DC,3,,,38.90285829,-77.02028939,Geocoded address,THE AMERICAN OIL CO,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2014019.0
3000006,AMERICAN UNIVERSITY - LEONARD HA,Private,School,,"AMERICAN UNIVERSITY 
4400 MASSACHUSETTS AV NW",,Washington DC,,20016,DC,3,,,38.93928,-77.08707,,THE AMERICAN UNIVERSITY,CRYSTAN COLEMAN,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
3000024,AMERICAN UNIVERSITY - LETTS HALL,Private,Residential,,4400 MASSACHUSETTS AV NW,,Washington DC,,20016,DC,3,,,38.93908142,-77.08841482,Geocoded address,THE AMERICAN UNIVERSITY,CRYSTAN COLEMAN,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,95061.0
3000025,AMERICAN UNIVERSITY - WARD,Private,School,,4400 MASSACHUSETTS AV NW,,Washington DC,,20016,DC,3,,,38.93931,-77.08896,,THE AMERICAN UNIVERSITY,CRYSTAN COLEMAN,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,96027.0
3000028,AMERICAN UNIV BROADCAST CENTER,Private,School,,4400 MASSACHUSSETTS AV NW,,Washington DC,,20016,DC,3,,,38.93908142,-77.08841482,Geocoded address,THE AMERICAN UNIVERSITY,CRYSTAN COLEMAN,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,92030.0
2000512,HERTZ RENT A CAR,Private,Auto dealership/auto maintenance & repair,,901 11TH ST NW,,Washington DC,,20001,DC,3,,,38.90168168,-77.02667375,Geocoded address,THE HERTZ CORPORATION,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,2006032.0
3000630,THE SIDWELL FRIENDS SCHOOL.,Private,School,,3901 WISCONSIN AV NW,,Washington DC,,20016,DC,3,,,38.94045231,-77.07430227,Geocoded address,THE SIDWELL FRIENDS SCHOOL,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2003982,THE TEXAS COMPANY,Private,Other,,601 H ST NE,,Washington DC,,20002,DC,3,,,38.90001628,-76.99823157,Geocoded address,THE TEXAS CO,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2012008.0
3000703,THE WESTCHESTER CORPORATION,Private,Residential,,"4000 CATHEDRAL AV NW
C/O ANN BENEFIELD",,Washington DC,,20016,DC,3,,,38.92842826,-77.07981487,Geocoded address,THE WESTCHESTER CORPORATION.,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,99050.0
5001901,U-HAUL CENTER 818-50,Private,Commercial,,1750 BLADENSBURG RD NE,,Washington DC,,20002,DC,3,,,38.91294951,-76.97629062,Geocoded address,AMERCO REAL ESTATE,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,94042.0
4000716,URBAN SYSTEMS SANITATION,Private,Other,,212 VAN BUREN ST NW,,Washington DC,,20012,DC,3,,,38.96977789,-77.01396196,Geocoded address,URBAN SYSTEMS SANITATION,,No,No,No,No,No,No,No,No,No,No,No,,Yes,2019017.0
5000714,WASHINGTON AIR COMPRESSOR RENTAL,Private,Industrial,,1800 4TH ST NE,,Washington DC,,20002,DC,3,,,38.91444802,-77.00095519,Geocoded address,WASHINGTON AIR COMPRESSOR RENTAL,,No,No,No,No,No,No,No,No,No,No,No,,Yes,99025.0
2000701,"WASHINGTON BOAT LINES, INC.",Private,Commercial,,PIER 4 6TH & WATER ST SW,,Washington DC,,20024,DC,3,,,38.87829,-77.02305,Geocoded address,"WASHINGTON BOAT LINES,INC.",,No,No,No,No,No,No,No,No,No,No,No,,No,
6003537,UNION STATION,Private,Railroad,,2ND & F ST NE,,Washington DC,,20002,DC,3,,,38.89733707,-77.00350925,Geocoded address,WASHINGTON TERMINAL,,No,No,No,No,No,No,No,No,No,No,No,,No,
5003126,WASH. TERMINAL IVY CITY TEAM TRK,Private,Railroad,,1901 9TH ST NE,,Washington DC,,20018,DC,3,,,38.9159097,-76.99324632,Geocoded address,WASHINGTON TERMINAL,,No,No,No,No,No,No,No,No,No,No,No,,No,
5003648,WASHINGTON TERMINAL COACH YD.,Private,Commercial,,5TH & T ST NE,,Washington DC,,20002,DC,3,,,38.91565895,-76.99964178,Geocoded address,WASHINGTON TERMINAL,,No,No,No,No,No,No,No,No,No,No,No,,No,
2000704,"WEBER'S WHITE TRUCKS,INC.",Private,Auto dealership/auto maintenance & repair,,1331 HALF ST SE,,Washington DC,,20003,DC,3,,,38.87363554,-77.00768093,Geocoded address,"WEBER'S WHITE TRUCKS,INC.",,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,98029.0
4001885,DRY CLEANING PLANT,Private,Commercial,,1333-35 BUCHANAN ST NW,,Washington DC,,20011,DC,3,,,38.94614,-77.03137,Geocoded address,WMATA,,No,No,No,No,No,No,No,No,No,No,No,,No,
8000115,HERB'S AMOCO,Private,Retail fuel sales (non-marina),,2501 M L KING JR AV SE,,Washington DC,,20020,DC,3,,,38.85976176,-76.99535457,Geocoded address,WMATA,,No,No,No,No,No,No,No,No,No,No,No,,Yes,92009.0
2000712,WMATA SOUTHEASTERN GARAGE,Private,Trucking/transport/fleet operation,,17 M ST SE,,Washington DC,,20003,DC,3,,,38.87624418,-77.00787194,Geocoded address,WMATA,,Yes,No,No,No,Yes,No,No,Yes,No,No,No,,Yes,89001.0
1000040,WMATA - FORMER AMOCO,Private,Retail fuel sales (non-marina),,2025 14TH ST NW,,Washington DC,,20009,DC,3,,,38.91783,-77.03194,Geocoded address,WMATA,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
4000709,WMATA NORTHERN GARAGE,Private,Trucking/transport/fleet operation,,4615 14TH ST NW,,Washington DC,,20011,DC,3,,,38.94685047,-77.0323824,Geocoded address,WMATA,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,2021011.0
4000818,UST SITE #9,Private,Retail fuel sales (non-marina),,3701-3711 GEORGIA AV NW,,Washington DC,,20011,DC,3,,,38.93699,-77.02437,Geocoded address,WMATA,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,94078.0
9000849,DC VILLAGE,Private,Other,,74 DC VILLAGE WAY,,Washington DC,,20032,DC,3,,,38.81487,-77.01341,Geocoded address,WMATA,,No,No,No,No,No,No,No,No,No,No,No,,No,
9000867,WMATA SHEPPERDS PARKWAY BUS GARAGE,Private,Other,,2 DC VILLAGE LANE SW,,Washington DC,,20032,DC,3,,,38.81503451,-77.01716924,,WMATA,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
9000033,WMATA - FORMER IRVIN CAB INC,Private,Commercial,,2101 14TH ST NW,,Washington DC,,20009,DC,3,,,38.91811,-77.03194,Geocoded address,WMATA,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
3000711,WMATA WESTERN GARAGE,Private,Trucking/transport/fleet operation,,5230 WISCONSIN AV NW,,Washington DC,,20017,DC,3,,,38.95852059,-77.08547998,Geocoded address,WMATA,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,88016.0
5000710,WMATA BLADENSBURG GARAGE,Private,Trucking/transport/fleet operation,,2250 & 2251 26TH ST NE,,Washington DC,,20018,DC,3,,,38.92229,-76.96996,Geocoded address,WMATA,,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,,Yes,2022012.0
4005404,FORMER SWINTON SVC STATION,Private,Retail fuel sales (non-marina),,3670 NEW HAMPSHIRE AV NW,,Washington DC,,20011,DC,3,,,38.93597102,-77.02489351,Geocoded address,WMATA,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,94080.0
2004031,WORLD BANK,Private,Commercial,,"1818 H ST NW 
1809 G ST NW",,Washington DC,,20006,DC,3,,,38.89893717,-77.04256595,Geocoded address,WORLD BANK,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2004035,"F"" BUILDING""",Private,Other,,1850 H ST NW,,Washington DC,,20006,DC,3,,,38.9002,-77.04256,Geocoded address,WORLD BANK,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
5000722,"YELLOW CAB COMPANY OF DC, INC.",Private,Commercial,,1636 BLADENSBURG RD NE,,Washington DC,,20002,DC,3,,,38.91250396,-76.97674852,Geocoded address,"YELLOW CAB CO OF DC, INC.",,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2000724,MURRAY EMERGENCY SERVICE,Private,Other,,321 NEW YORK AV NW,,Washington DC,,20001,DC,3,,,38.9053,-77.01592,Geocoded address,EUCLID INC,,No,No,No,No,No,No,No,No,No,No,No,,No,
5000728,UNBRANDED.,Private,Other,,1100 RHODE ISLAND AV NE,,Washington DC,,20018,DC,3,,,38.92319,-76.99021,Geocoded address,EUCLID INC,,No,No,No,No,No,No,No,No,No,No,No,,No,
1004745,2612 SHERMAN AV NW,Private,Other,,2612 SHERMAN AV NW,,Washington DC,,20001,DC,3,,,38.92426586,-77.02587103,Geocoded address,SHERIDAN AVENUE ASSOCIATES,,No,No,No,No,No,No,No,No,No,No,No,,Yes,90021.0
2000005,WASHINGTON DESIGN CENTER,Private,Commercial,,300 D STREET SW,,Washington DC,,20024,DC,3,,,38.8848586,-77.01673469,Geocoded address,WASHINGTON DESIGN CENTER,,No,No,No,No,No,No,No,No,No,No,No,,No,
4000011,SAFEWAY STORE #1276,Private,Commercial,,6501 GEORGIA AV NW,,Washington DC,,20012,DC,3,,,38.96863,-77.02736,Geocoded address,SAFEWAY INC.,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,90001.0
5000021,FEDERAL EXPRESS CORP,Private,Trucking/transport/fleet operation,,1501 ECKINGTON PL NE,,Washington DC,,20002,DC,3,,,38.90995018,-77.00394135,Geocoded address,FEDERAL EXPRESS CORP,,Yes,No,No,Yes,No,No,No,No,No,No,No,,Yes,2024004.0
3000002,OBSERVATORY OF GEORGETOWN CONDO,Private,Residential,,2111 WISCONSIN AV NW,,Washington DC,,20007,DC,3,,,38.91837196,-77.06852936,Geocoded address,OBSERVATORY OF GEORGETOWN CONDO,,Yes,No,No,No,No,No,No,Yes,No,No,No,,Yes,92061.0
2000031,LINCOLN SQUARE COAP,Private,Commercial,,1001 PENNSYLVANIA AV NW,,Washington DC,,20004,DC,3,,,38.89504661,-77.02650516,Geocoded address,LINCOLN SQUARE COAP,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2000386,GEORGETOWN UNIV - REISS SCIENCE,Private,School,,"REAR REISS SCIENCE BUILDING 
37TH & O ST NW",,Washington DC,,20007,DC,3,,,38.90767649,-77.0716092,Geocoded address,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
3000032,GEORGETOWN UNIV - BLDG D LOADING DOCK,Private,School,,4000 RESERVOIR RD NW,,Washington DC,,20007,DC,3,,,38.91187577,-77.07842195,,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
3000043,GEORGETOWN UNIV - POWER PLANT,Private,Utility,,POWER PLANT COURTYARD,,Washington DC,,20057,DC,3,,,38.90791,-77.07169,Geocoded address,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,91033.0
2001311,GEORGETOWN UNIV LAW CTR LIBRARY,Private,School,,"600 NEW JERSEY AV NW
111 G ST NW",,Washington DC,,20001,DC,3,,,38.89783,-77.01291,,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,2002060.0
3000388,GEORGETOWN UNIV - WEST RRF BLDG,Private,School,,"WEST RRF BLDG
4000 RESERVOIR RD NW",,Washington DC,,20007,DC,3,,,38.91187577,-77.07842195,,GEORGETOWN UNIVERSITY, GREGOR,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
3004659,GEORGETOWN UNIV - LOMBARDI CENTE,Private,School,,SW CORNER,,Washington DC,,20007,DC,3,,,38.88491057,-77.01550064,Geocoded address,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
9000720,GEORGETOWN UNIV - NEW SOUTH,Private,School,,3700 O ST NW,,Washington DC,,20057,DC,3,,,38.90750247,-77.07273891,,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
3004428,GEORGETOWN UNIV - CCC,Private,School,,"EMERGENCY COURTYARD 
HOSPITAL",,Washington DC,,20007,DC,3,,,38.91565,-77.07372,Geocoded address,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,No,No,No,No,,No,
2000037,GEORGETOWN UNIV - PARKING GARAGE,Private,School,,E. ENTRANCE OF GEORGETOWN U.,,Washington DC,,20057,DC,3,,,38.9137,-77.07646,Geocoded address,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2000038,GEORGETOWN UNIV - CCC,Private,School,,"CONCENTRATED CARE CENTER 
EAST COURTYARD OF MED-DENT",,Washington DC,,20057,DC,3,,,38.90791,-77.07169,Geocoded address,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2000039,GEORGETOWN UNIV - RYAN BUILDING,Private,School,,REAR OF BUILDING,,Washington DC,,20057,DC,3,,,38.91178,-77.04359,Geocoded address,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,2003107.0
2000040,GEORGETOWN UNIV - GORMAN CIRCLE,Private,School,,GORMAN CIRCLE GEORGTOWN UNIV,,Washington DC,,20057,DC,3,,,38.90791,-77.07169,Geocoded address,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
2000052,GEORGETOWN UNIV - RESEARCH BLDG,Private,School,,"SOUTH EAST CORNER
4000 RESERVOIR RD NW",,Washington DC,,20007,DC,3,,,38.91187577,-77.07842195,,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
3000390,GEORGETOWN UNIV - ANIMAL RESEARC,Private,School,,3800 RESERVOIR RD NW,,Washington DC,,20057,DC,3,,,38.91201376,-77.07530401,Geocoded address,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
3000382,GEORGETOWN UNIV - PRECLINICAL SC,Private,School,,REAR ROAD,,Washington DC,,20007,DC,3,,,38.89168,-76.99673,Geocoded address,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,93065.0
3000384,GEORGETOWN UNIV - PODIUM A,Private,School,,SOUTH SIDE,,Washington DC,,20057,DC,3,,,38.87648,-76.9351,Geocoded address,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
3000385,GEORGETOWN UNIV - ICC,Private,School,,NW CORNER,,Washington DC,,20057,DC,3,,,38.93524,-77.03824,Geocoded address,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,Yes,90051.0
3000387,GEORGETOWN UNIV - NEVILS,Private,School,,COURTYARD,,Washington DC,,20057,DC,3,,,38.90791,-77.07169,Geocoded address,GEORGETOWN UNIVERSITY,,Yes,No,Yes,No,No,No,No,Yes,No,No,No,,No,
